loss,run_time,iteration,fit_decay,K,decay_interval,delta,ndcg,window_hours
-0.13226823866172147,37.19545388221741,36,0.9571032547055354,807.0,48807.0,47813.427295325506,0.13226823866172147,13.281507582034862
-0.1372764054469084,17.239808082580566,37,0.3820493409770058,229.0,14634.0,6776.190232213381,0.1372764054469084,1.882275064503717
-0.13692112003389117,26.831559896469116,38,0.6845483048383909,64.0,60546.0,23657.046169864367,0.13692112003389117,6.571401713851213
-0.13110143325560122,14.453908205032349,39,0.2517372737131778,412.0,26059.0,4506.317040749039,0.13110143325560122,1.2517547335413997
-0.12439667572693278,12.817649841308594,40,0.8375730455173951,283.0,22181.0,2710.5971391890776,0.12439667572693278,0.7529436497747438
-0.08351221504390624,62.584418058395386,41,0.11221376301505931,505.0,52440.0,91796.44495063988,0.08351221504390624,25.499012486288855
-0.14150291094624937,22.553035974502563,42,0.9268697824284712,921.0,36184.0,11863.435497457593,0.14150291094624937,3.2953987492937755
-0.06630044871934196,73.45558190345764,43,0.5835315026487012,607.0,67608.0,146530.45400093877,0.06630044871934196,40.70290388914966
-0.13758963956458276,18.208477020263672,44,0.8633773928911991,668.0,13331.0,7712.32588237471,0.13758963956458276,2.142312745104086
-0.1364983065362207,29.186601877212524,45,0.7604548908802365,795.0,61439.0,30064.36003403416,0.1364983065362207,8.351211120565045
-0.12139833307106795,11.692476034164429,46,0.6885183515446454,546.0,41122.0,1968.4357463173978,0.12139833307106795,0.5467877073103883
-0.029008407826280138,91.06256294250488,47,0.6303769403069754,455.0,54518.0,255179.2202881356,0.029008407826280138,70.88311674670433
-0.1381711927169075,26.22616410255432,48,0.949573826704928,109.0,86124.0,19614.748663856582,0.1381711927169075,5.448541295515717
-0.13261889258845622,34.45395803451538,49,0.47832940626840625,312.0,75831.0,45804.680913193995,0.13261889258845622,12.72352247588722
-0.13052855817315887,14.423059940338135,50,0.3491577677616634,376.0,7019.0,4399.212075022784,0.13052855817315887,1.2220033541729955
-0.1414917486267655,24.057878971099854,51,0.5077509114201784,183.0,32734.0,14255.64755667967,0.1414917486267655,3.9599020990776865
-0.1389291204502848,19.346483945846558,52,0.5627959075532551,830.0,20545.0,8856.945576272821,0.1389291204502848,2.4602626600757835
-0.13633815195952634,29.661296844482422,53,0.8975480081856404,754.0,28989.0,33984.06319567721,0.13633815195952634,9.440017554354782
-0.12364137405522849,12.726850986480713,54,0.006908424055131035,912.0,57248.0,2520.0257462279856,0.12364137405522849,0.700007151729996
-0.13555039705143015,16.001216888427734,55,0.8260568527921164,998.0,10976.0,5895.928476606152,0.13555039705143015,1.6377579101683755
-0.10452220467254643,56.889604806900024,56,0.7001208930061568,608.0,49750.0,76473.29558675658,0.10452220467254643,21.242582107432384
-0.05252951730343054,74.56945395469666,57,0.21027754044600044,714.0,40139.0,144458.8981355905,0.05252951730343054,40.127471704330695
-0.13663748228718584,26.791325330734253,58,0.06320864103239227,672.0,24149.0,17299.42328806871,0.13663748228718584,4.805395357796863
-0.13709746069805107,27.895208835601807,59,0.7211634562296532,245.0,19069.0,21697.313647737617,0.13709746069805107,6.027031568816005
-0.1299872879183044,39.21581816673279,60,0.9963295103499309,390.0,44006.0,51158.79948942052,0.1299872879183044,14.210777635950144
-0.022234415516088363,120.11423015594482,61,0.792605619493004,455.0,64610.0,546019.8042503933,0.022234415516088363,151.67216784733148
-0.1412534609565172,21.89814281463623,62,0.8705402492241866,119.0,33777.0,11540.972997314304,0.1412534609565172,3.2058258325873066
-0.12950189337372248,28.977182865142822,63,0.4242799104229493,854.0,802.0,29557.930673253974,0.12950189337372248,8.210536298126105
-0.12940085614895802,13.678091049194336,64,0.615131772089337,202.0,28943.0,3629.08371729003,0.12940085614895802,1.0080788103583418
-0.14182376187009088,24.285653114318848,65,0.6648076274158239,593.0,16810.0,13684.442995554167,0.14182376187009088,3.801234165431713
-0.14158662191431007,24.575621128082275,66,0.5324502279856651,518.0,17484.0,14009.862569292307,0.14158662191431007,3.8916284914700854
-0.13995830434505802,20.150063276290894,67,0.6655526149761591,558.0,5654.0,9337.818793957673,0.13995830434505802,2.593838553877131
-0.13578097546147305,30.6737060546875,68,0.9660085325884421,765.0,10780.0,37680.984154374506,0.13578097546147305,10.466940042881808
-0.13679078251932092,16.49871516227722,69,0.30395765755233983,595.0,13908.0,6297.956422202974,0.13679078251932092,1.749432339500826
-0.13304714419426922,15.013161897659302,70,0.756357146126018,635.0,3453.0,4861.492582984746,0.13304714419426922,1.3504146063846516
-0.14039246339397507,25.801574230194092,71,0.914211620191783,697.0,38473.0,15799.936550817145,0.14039246339397507,4.388871264115874
-0.13819733282218497,18.704363107681274,72,0.7350970506131721,311.0,23210.0,8137.123362265542,0.13819733282218497,2.2603120450737615
-0.14099795859447045,21.56041431427002,73,0.8377397227863215,480.0,36209.0,10427.369616613487,0.14099795859447045,2.896491560170413
-0.1369504059245236,28.59747314453125,74,0.8051251960875727,444.0,27708.0,23421.345279488618,0.1369504059245236,6.5059292443023935
-0.12418280969094106,45.702502965927124,75,0.8891988918427711,663.0,47103.0,58605.323415540624,0.12418280969094106,16.27925650431684
-0.13746931094195264,27.575380086898804,76,0.40720157006482005,582.0,19646.0,18637.51900262021,0.13746931094195264,5.177088611838948
-0.12973010504224258,14.482600927352905,77,0.9414802323714369,771.0,8840.0,4118.765657475666,0.12973010504224258,1.1441015715210183
-0.13396136981431522,32.94721794128418,78,0.5966204171776835,740.0,34103.0,42772.601447127665,0.13396136981431522,11.881278179757684
-0.1413922696894765,23.402843952178955,79,0.9766964016472433,527.0,24964.0,12535.796450040449,0.1413922696894765,3.482165680566791
-0.12597789601888879,12.905452013015747,80,0.6570468173065341,371.0,16034.0,2963.7364958687563,0.12597789601888879,0.8232601377413212
-0.13655319239233693,28.869924068450928,81,0.7714526357535703,414.0,45455.0,28781.861240323786,0.13655319239233693,7.994961455645496
-0.12349657297229498,12.189265251159668,82,0.4866491737205736,892.0,30594.0,2222.860043118428,0.12349657297229498,0.6174611230884522
-0.13729340652380967,17.194462060928345,83,0.8504723105874729,954.0,27440.0,6584.2021949994305,0.13729340652380967,1.8289450541665084
-0.1376797178548575,19.31513786315918,84,0.3486251370826991,486.0,11925.0,7877.189159236741,0.1376797178548575,2.188108099787984
-0.1409321050105087,22.149852991104126,85,0.4509132611077447,567.0,39629.0,10916.871703001514,0.1409321050105087,3.0324643619448652
-0.1226499471118519,29.068427801132202,86,0.5657486067008131,834.0,74.0,20576.120294125576,0.1226499471118519,5.715588970590438
-0.09507368409989828,61.779772996902466,87,0.7076216795577129,700.0,31297.0,86829.20525184386,0.09507368409989828,24.119223681067737
-0.09385774198686131,67.23284983634949,88,0.9990027541479228,620.0,22107.0,114672.19693579439,0.09385774198686131,31.853388037720663
-0.13549652673511786,15.677932024002075,89,0.18626903633172182,282.0,53011.0,5520.601634587482,0.13549652673511786,1.5335004540520785
-0.13388441354515196,27.803274154663086,90,0.3883120552199514,140.0,8242.0,33205.716609387186,0.13388441354515196,9.223810169274218
-0.1368877237238407,28.74687886238098,91,0.9300856634228222,513.0,18465.0,25669.446615314708,0.1368877237238407,7.130401837587419
-0.13909566869448592,25.687519788742065,92,0.5240365776265332,337.0,34854.0,16579.17937273223,0.13909566869448592,4.605327603536731
-0.14170097816911534,24.026628017425537,93,0.8757356939750089,792.0,15339.0,13492.387662639068,0.14170097816911534,3.7478854618441857
-0.028495313263292146,94.92970418930054,94,0.8161763153613544,787.0,15496.0,247279.00881173217,0.028495313263292146,68.6886135588145
-0.14118556693297402,23.092381954193115,95,0.7846453745983788,309.0,2517.0,13202.239359510855,0.14118556693297402,3.6672887109752375
-0.13423108933755648,31.140741109848022,96,0.6675189066357475,825.0,13098.0,40992.14524439588,0.13423108933755648,11.386707012332188
-0.12033872928542096,42.87735986709595,97,0.7425059708531461,999.0,5429.0,55205.97883581216,0.12033872928542096,15.334994121058934
-0.1293087053193456,13.381148099899292,98,0.6116484947402528,257.0,83193.0,3602.6764011989526,0.1293087053193456,1.0007434447774868
-0.14014640238204804,20.491803884506226,99,0.8712808040681289,221.0,27557.0,10062.199872755278,0.14014640238204804,2.7950555202097993
-0.1179015525234004,50.25456094741821,100,0.9580444883812805,928.0,21191.0,66613.14091547165,0.1179015525234004,18.503650254297682
-0.02448965651095114,96.8567202091217,101,0.8482539099417019,394.0,9535.0,307076.06508919795,0.02448965651095114,85.29890696922165
-0.13899959541643575,19.1459801197052,102,0.6499625996720688,866.0,7486.0,8685.504775068574,0.13899959541643575,2.412640215296826
-0.13476343019391826,14.655744075775146,103,0.8951234577737082,648.0,22967.0,5096.104420379905,0.13476343019391826,1.4155845612166402
-0.1405748080154458,23.373703956604004,104,0.7174326593774776,91.0,12243.0,15051.347792553677,0.1405748080154458,4.180929942376022
-0.138174577745453,17.3352370262146,105,0.6896910800991446,467.0,4034.0,7205.887819005192,0.138174577745453,2.00163550527922
